"name","link","description","id","lookup"
"ELISA","http://purl.obolibrary.org/obo/OBI_0000661","Enzyme-Linked ImmunoSorbant Assay. Quantification of a molecule (e.g cytokine) by an antibody immobilization strategy.","","lk_reagent_type"
"ELISPOT","http://purl.obolibrary.org/obo/OBI_0600031","Enzyme-linked ImmunoSPOT. A variant of ELISA with increased resolution that allows quantifying the number of cells in a population that release a molecule (e.g. cytokine).","","lk_reagent_type"
"Flow Cytometry","http://purl.obolibrary.org/obo/OBI_0000916","Fluorescence Activated Cell Sorting.","","lk_reagent_type"
"Hemagglutination Inhibition","http://purl.obolibrary.org/obo/OBI_0000875","Quantitate serum antibody to a specific antigen by blocking agglutination of cells.","","lk_reagent_type"
"HLA Typing","http://purl.obolibrary.org/obo/OBI_0000435","Human Leukocyte Antigen typing.","","lk_reagent_type"
"KIR Typing","http://purl.obolibrary.org/obo/OBI_0000435","Killer cell immunoglobulin-like receptors.","","lk_reagent_type"
"Luminex xMAP","http://purl.obolibrary.org/obo/OBI_0000920","Microsphere based multiplexing system. Microspheres are color coded and linked to a detector or capture reagent (e.g. antibody, oligonucleotides, peptides, or receptors).","","lk_reagent_type"
"Neutralizing Antibody Titer","http://purl.obolibrary.org/obo/VO_0000397","Measurement of how much antibody an organism has produced that recognizes a particular epitope, expressed as the inverse of the greatest dilution that still gives a positive result.","","lk_reagent_type"
"Other","http://immport.org/immport-open/public/home/documentation","Other reagent.","","lk_reagent_type"
"PCR","http://purl.obolibrary.org/obo/OBI_0000415","Polymerase Chain Reaction is a technique to amplify a DNA template.","","lk_reagent_type"
"Sequencing","http://purl.obolibrary.org/obo/OBI_0600047","Sequencing is used to discover new sequence variants and to genotype a sample for known variants.","","lk_reagent_type"
"Virus Neutralization","http://purl.obolibrary.org/obo/OBI_0000872","Block a viral function.","","lk_reagent_type"
"FPKM","http://www.ncbi.nlm.nih.gov/pubmed/22872506","Fragments Per Kilobase Million: Normalized expression value of a given gene as measured by paired-end RNA sequencing",NA,"lk_rna_sequence_result_unit_type"
"Not Specified","http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C38046&ns=NCI_Thesaurus","No value provided. Not stated explicitly or in detail.",NA,"lk_rna_sequence_result_unit_type"
"RPKM","http://www.ncbi.nlm.nih.gov/pubmed/22872506","Reads Per Kilobase Million: Normalized expression value of a given gene as measured by single-end RNA sequencing",NA,"lk_rna_sequence_result_unit_type"
"TPM","http://www.ncbi.nlm.nih.gov/pubmed/22872506","Transcripts per million reads- Measurement of mRNA abundance using RNA-seq data",NA,"lk_rna_sequence_result_unit_type"
"B cell","http://purl.obolibrary.org/obo/CL_0000236","CD3-, CD19+, CD20+","","lk_sample_type"
"Bone","http://purl.obolibrary.org/obo/UBERON_0001474","Skeletal element that is composed of bone tissue.","","lk_sample_type"
"Bone Marrow","http://purl.obolibrary.org/obo/UBERON_0002371","The soft tissue that fills the cavities of bones.","","lk_sample_type"
"Brachial lymph node","http://purl.obolibrary.org/obo/UBERON_0002525","The lymph nodes located along the brachial vein that receive drainage from most of the free upper limb and send efferent vessels to the central axillary lymph nodes.","","lk_sample_type"
"Bronchoalveolar Lavage Fluid","https://en.wikipedia.org/wiki/Bronchoalveolar_lavage","Bronchoalveolar lavage (BAL; informally, ""bronchoalveolar washing"") is a medical procedure in which a bronchoscope is passed through the mouth or nose into the lungs and fluid is squirted into a small part of the lung and then collected for examination.","","lk_sample_type"
"Carbohydrate","http://purl.obolibrary.org/obo/CHEBI_16646","Any member of the class of organooxygen compounds that is a polyhydroxy-aldehyde or -ketone or a lactol resulting from their intramolecular condensation (monosaccharides); substances derived from these by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom; and polymeric products arising by intermolecular acetal formation between two or more such molecules (disaccharides, polysaccharides and oligosaccharides). Carbohydrates contain only carbon, hydrogen and oxygen atoms; prior to any oxidation or reduction, most have the empirical formula Cm(H2O)n. Compounds obtained from carbohydrates by substitution, etc., are known as carbohydrate derivatives and may contain other elements. Cyclitols are generally not regarded as carbohydrates.","","lk_sample_type"
"Cell","http://purl.obolibrary.org/obo/CL_0000000","A material entity of anatomical origin (part of or deriving from an organism) that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.","","lk_sample_type"
"Cell culture supernatant","http://purl.obolibrary.org/obo/OBI_1000023","Supernatant of a cell culture is a material entity which contains media, supplements, and secreted products of the cells and becomes the environment of cultivated cell.","","lk_sample_type"
"Cervical lymph nodes","https://en.wikipedia.org/wiki/Cervical_lymph_nodes","Lymph nodes found in the neck.","","lk_sample_type"
"Colon","http://purl.obolibrary.org/obo/UBERON_0001155","Last portion of the large intestine before it becomes the rectum.","","lk_sample_type"
"Colonic Lamina Propria","http://purl.obolibrary.org/obo/UBERON_0007177","A lamina propria that is part of a colonic mucosa.","","lk_sample_type"
"Dendritic cell","http://purl.obolibrary.org/obo/CL_0000451","CD3-, CD19, CD20, CD14-, CD16-, CD56-, HLA-DR+","","lk_sample_type"
"Dermis","http://purl.obolibrary.org/obo/UBERON_0002067","The dermis is a layer of skin between the epidermis (with which it makes up the skin) and subcutaneous tissues, and is composed of two layers, the papillary and reticular dermis.","","lk_sample_type"
"DNA","http://purl.obolibrary.org/obo/CHEBI_16991","High molecular weight, linear polymers, composed of nucleotides containing deoxyribose and linked by phosphodiester bonds; DNA contain the genetic information of organisms.","","lk_sample_type"
"Epithelium","http://purl.obolibrary.org/obo/UBERON_0000483","Portion of tissue, that consists of one or more layers of epithelial cells connected to each other by cell junctions and which is underlain by a basal lamina. Examples: simple squamous epithelium, glandular cuboidal epithelium, transitional epithelium, myoepitheliumCARO.","","lk_sample_type"
"Gastric lamina propria","http://purl.obolibrary.org/obo/UBERON_0001199","The closest term in Uberson is ""Mucosa of the stomach"" : The mucosal layer that lines the stomach. It consists of epithelium, lamina propria, and the muscularis mucosae.","","lk_sample_type"
"Ileum","http://purl.obolibrary.org/obo/UBERON_0002116","The portion of the small intestine that extends from the jejunum to the colon.","","lk_sample_type"
"Inguinal lymph node","http://purl.obolibrary.org/obo/UBERON_0001542","The lymph nodes located in the groin area.","","lk_sample_type"
"Jejunum","http://purl.obolibrary.org/obo/UBERON_0002115","The portion of the small intestine that extends from the duodenum to the ileum.","","lk_sample_type"
"Kidney","http://purl.obolibrary.org/obo/UBERON_0002113","A paired organ of the urinary tract which has the production of urine as its primary function.","","lk_sample_type"
"Lipid","http://purl.obolibrary.org/obo/CHEBI_18059","'Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids.","","lk_sample_type"
"Liver","http://purl.obolibrary.org/obo/UBERON_0002107","An exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytesGO.","","lk_sample_type"
"Lung","http://purl.obolibrary.org/obo/UBERON_0002048","Respiration organ that develops as an oupocketing of the esophagus.","","lk_sample_type"
"Lung lymph node","http://purl.obolibrary.org/obo/FMA_68286","Bronchopulmonary segment lymph node.","","lk_sample_type"
"Lymph node","http://purl.obolibrary.org/obo/UBERON_0000029","Any of the rounded masses of lymphoid tissue that are surrounded by a capsule of connective tissue, are distributed along the lymphatic vessels, and contain numerous lymphocytes which filter the flow of lymph.","","lk_sample_type"
"Mesenteric lymph node","http://purl.obolibrary.org/obo/UBERON_0002509","The lymph nodes located in the mesentery, of which there are 3 classes: ileocolic, juxtaintestinal mesenteric, and central superior group.","","lk_sample_type"
"Monocyte","http://purl.obolibrary.org/obo/CL_0000576;http://purl.obolibrary.org/obo/CL_0000860","CD3-, CD19, CD20, CD56-, CD14+","","lk_sample_type"
"Not Specified","","Sample Type is not specified or not received. If no Sample Type value is received, then this is the system default value.","","lk_sample_type"
"Organ","http://purl.obolibrary.org/obo/UBERON_0000062","Anatomical structure that performs a specific function or group of functions.","","lk_sample_type"
"Other","","A sample type that is not provided in the preferred values list.","","lk_sample_type"
"PBMC","http://purl.obolibrary.org/obo/CL_0000842","Peripheral Blood Mononuclear Cell- A leukocyte with a single non-segmented nucleus in the mature form.","","lk_sample_type"
"Plasma","http://purl.obolibrary.org/obo/UBERON_0001969","Body substance in liquid state contained in the lumen of arterial and venous trees, blood capillary and the cardiac chambers; constitutes the liquid phase of blood.","","lk_sample_type"
"Popliteal lymph node","http://purl.obolibrary.org/obo/UBERON_0001543","The lymph nodes which drain the legs; contained in the popliteal fossa.","","lk_sample_type"
"Protein","http://purl.obolibrary.org/obo/CHEBI_36080","A biological macromolecule minimally consisting of one polypeptide chain synthesized at the ribosome.","","lk_sample_type"
"RNA","http://purl.obolibrary.org/obo/CHEBI_33697","High molecular weight, linear polymers, composed of nucleotides containing ribose and linked by phosphodiester bonds; RNA is central to the synthesis of proteins.","","lk_sample_type"
"Saliva","http://purl.obolibrary.org/obo/UBERON_0001836","A fluid produced in the oral cavity by salivary glands, typically used in predigestion, but also in other functions.","","lk_sample_type"
"Serum","http://purl.obolibrary.org/obo/UBERON_0001977","Body substance derived from plasma by the elimination of fibrinogen.","","lk_sample_type"
"Skin of body","http://purl.obolibrary.org/obo/UBERON_0002097","Nonparenchymatous organ that consists of the dermis and epidermis. Subdivisions of the skin surround various body parts; as a whole, the skin constitutes the external layer of the body.","","lk_sample_type"
"Spleen","http://purl.obolibrary.org/obo/UBERON_0002106","The organ that functions to filter blood and to store red corpuscles and platelets.","","lk_sample_type"
"Stomach","http://purl.obolibrary.org/obo/UBERON_0000945","An expanded region of the vertebrate alimentary tract that serves as a food storage compartment and digestive organ. A stomach is lined, in whole or in part by a glandular epithelium.","","lk_sample_type"
"Synovial fluid","http://purl.obolibrary.org/obo/UBERON_0001090","Transudate contained in the synovial cavity of joints, and in the cavity of tendon sheaths and bursae.","","lk_sample_type"
"Synovial tissue","http://purl.obolibrary.org/obo/UBERON_0007616","Thin, loose vascular connective tissue that makes up the membranes surrounding joints and the sheaths protecting tendons (particularly flexor tendons in the hands and feet) where they pass over bony prominences.","","lk_sample_type"
"T cell","http://purl.obolibrary.org/obo/CL_0000084","CD3+","","lk_sample_type"
"Thymus","http://purl.obolibrary.org/obo/UBERON_0002370","Anatomical structure of largely lymphoid tissue that functions in cell-mediated immunity by being the site where T cells develop.","","lk_sample_type"
"Tissue","http://purl.obolibrary.org/obo/UBERON_0000479","Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.","","lk_sample_type"
"Tonsil","http://purl.obolibrary.org/obo/UBERON_0002372","Either of the two small almond-shaped masses of lymph tissue found on either side of the oropharynx.","","lk_sample_type"
"Urine","http://purl.obolibrary.org/obo/UBERON_0001088","Excretion that is the output of a kidney.","","lk_sample_type"
"Vagina","http://purl.obolibrary.org/obo/UBERON_0000996","A fibromuscular tubular tract leading from the uterus to the exterior of the body in female placental mammals and marsupials, or to the cloaca in female birds, monotremes, and some reptiles[WP]. [database_cross_reference: http://orcid.org/0000-0002-6601-2165] [database_cross_reference: http://en.wikipedia.org/wiki/Vagina]","","lk_sample_type"
"Whole blood","http://purl.obolibrary.org/obo/UBERON_0000178","Circulating body substance which consists of blood plasma and hemoglobin-carrying red blood cells. Excludes blood analogues (see UBERON:0000179 haemolymphatic fluid).","","lk_sample_type"
"CONTROL SAMPLE","","Sample used to perform quality control of assay results.","","lk_source_type"
"EXPSAMPLE","","Biological sample that is assayed or measured.","","lk_source_type"
"STANDARD CURVE","","An analysis product from analyzing the assay result from known quantities and used to interpret the assay result from a sample.","","lk_source_type"
"Anas platyrhynchos","http://www.ncbi.nlm.nih.gov/taxonomy/?term=8839[uid]","Mallard duck","8839","lk_species"
"Drosophila melanogaster","http://www.ncbi.nlm.nih.gov/taxonomy/?term=7227[uid]","Fruit Fly","7227","lk_species"
"Gallus gallus","http://www.ncbi.nlm.nih.gov/taxonomy/?term=9031[uid]","Chicken","9031","lk_species"
"Homo sapiens","http://www.ncbi.nlm.nih.gov/taxonomy/?term=9606[uid]","Human","9606","lk_species"
"Macaca fascicularis","http://www.ncbi.nlm.nih.gov/taxonomy/?term=9541[uid]","Macaca fascicularis","9541","lk_species"
